Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
It introduced the concept of skip connections.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Traditional CNN was successful in FER to some extent, but
there were various limitations too.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Those limitations were:
• It requires a considerable skills and high experience in
selecting the appropriate hyper-parameters values for
CNN [121].",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"• It used a stochastic gradient descent method, which
caused trouble in mounting to enormous data and also
in learning NN with multiple layers.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"It is because the
gradients tended to decrease and also because of the
problem of ‘‘vanishing gradients’’ [121], [147].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• The last one was for real-time environments, CNNs for
human facial appearance was easily affected by various
parameters like age, gender, face length, hair, mustache,
and ethnicity [148].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Due to this, facial expressions had
overlapping features, which makes its implementation
difﬁcult and complex [121], [149].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"To overcome these barriers, ensemble learning was applied
because it helped in more accurate classiﬁcation and pre-
diction by concatenating the outputs of the base learning
approaches.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"So, Dhankhar [124], [150] developed an Assem-
ble model by combining the state-of-the-art DL approaches
such as VGG16 and ResNet50.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"He attempted to obtain a
vector of weights from the second to last layers, which can
be treated as feature vectors, which represented the latent
representations of the input image.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Then, he combined above
mentioned representations by joining the feature vectors, then
it can be taken as input to logistic regression models to
calculate the ﬁnal emotion prediction [124].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"After applying
transfer learning, he trained and tested his model on Karolin-
ska Directed Emotional Faces (KDEF) dataset and got better
accuracy compared to individual models.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another Ensemble network was proposed by Wen et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[121] where they ensembled CNN with probability-based
fusion for FER [151].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"For each ensemble method, the mul-
tiplicity and diversity in the classiﬁers is considered as a
major concern in achieving comparable performance [152].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The CNN architecture was implemented using ReLU and
multiple hidden layers (maxout layer) with random values for
them to overcome the problem of calculating the stochastic
gradient descents.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"They used Softmax classiﬁer at the last
in order to roughly calculate the possibility to test sample
to each class [121].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They trained and tested the model on
FER2013 and CK+ datasets, respectively and the accuracy
was 76.05%, which was better than other methods.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Thus
it can be concluded that ECNN consistently outperformed
traditional CNN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alessandro Renda et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[125] proposed a feed-forward
CNN, which was inspired by Kim et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"[153], in which
three convolutional and max-pooling layers with 32, 32 and
64 feature maps respectively were placed after input layer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They used an ensemble learning approach to increase perfor-
mance.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"These max-pooling layers consist of an overlapping
kernel with size 3 × 3 and stride of 2 × 2, which results in
size halving.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"They added a dropout layer after FC hidden
layer, having 0.15 as drop probability.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A FC layer with almost
1024 neurons was proposed to yield 7 classes of emotion
in the FER2013 dataset.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Their model has a network depth
of 5 with 2,436,007 trainable parameters.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They used ReLU
(Non-linear function) as an activation function for both the
convolutional and FC layers to remove non-linearity and the
90510
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
softmax function at the output layer.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"They used the batch
normalization [154] with each convolutional layer as well as
the FC layers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"To preserve the data, they used zero-padding
in the convolutional layers.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They achieved an accuracy of
approx.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72.249 % with the ensemble of 9 networks.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"To solve the problem of poor performance in real appli-
cations caused because of the stored facial images that most
of the time show expression not as a single emotion but
represents a multiple emotions, Gan et al.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"[126] designed an
approach using CNN and soft label which associates with
multiple emotions and expressions.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"They obtained the soft
labels using constructor involving 2 step scheme:
1) The initial step is to prepare a CNN model with hard
data labels for supervision and the softmax function for
optimization.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2) The second step is to fuse the possibility of prediction
to get soft labels from the pre-trained models [126].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Their architecture is similar to VGG16, however, the last FC
layer is adjusted as C-way yields, where quantity C is the
number of emotion classes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zadeh et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[127] proposed a DL model having a CNN
layer and 2 Gabor Filters to classify different human sen-
timent.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"This model uses a feature selection method called
Gabor Filter, which is commonly applied for texture outline.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
It returns where there is any texture change in the image.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Then these features are fed to a CNN (Convolutional Neural
Network) for the classiﬁcation of human sentiment.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Their
model has the following stages- Input Images, resize, 1st
Gabor Filter, 2nd Gabor Filter, CNN layer, and classiﬁcation
of sentiments.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
They tested their model on the JAFFE dataset.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They also compared the dataset classiﬁcation using simple
CNN and its model (CNN with 2 Gabor Filters).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They trained
them for 30 epoch and got an accuracy of 91.16% on simple
CNN and 97.16% on their model [127].",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"2) SUPPORT VECTOR MACHINE (SVM)
SVM is a classiﬁer [155] was designed for classifying out
of two classes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"If the SVM has more than two classes, then
more than one SVMs is to be implemented.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There are three
methods by which we can implement SVM for more than two
classes.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
• One versus all: It was proposed in [156].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It constructs
k SVM models for training data having k number of
classes.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If there are three classes, then SVM can be
performed three times for every class [157].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
• One versus one: It was introduced in [156].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This method
constructs k(k −1)/2 classiﬁers, where two classes at
a time are taken to train the model.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In this method,
SVM is performed between every class that is to be
classiﬁed [157].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"• Directed Acyclic Graph SVM (DAGSVM): It was pro-
posed in [158].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Its training phase is similar to one-vs-one
method.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The testing phase makes use of a rooted binary
DAG having at the most k(k−1)/2 internal nodes and the
maximum k leaves.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"An advantage of using a DAGSVM
is that is to generalize the analysis [158].",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The aim of SVM is to identify the maximum margin plane
between the classes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The maximum margin plane can be
obtained from the maximum distance between the positive
and the negative margin plane, respectively of the two classes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The distance between the separating plane and the positive
margin plane should be equal on both sides.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"To solve the problem of recognizing emotions from facial
expressions in a simple and speeded manner, Datta et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[122]
presented a classiﬁcation system that used the concatenation
of geometric as well as texture-based features to classify the
emotions using SVMs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They have used the hierarchical SVM
architecture to leverage the beneﬁts of multi-class binary
classiﬁcation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CK+ dataset was used for classiﬁcation.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They
have achieved the signiﬁcant enhancements in the accuracy
using hybrid SVM features compared to LBP features.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nuno Lopes et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[78] in 2018 given a classiﬁcation model
for FER in the elderly and also present the differences of FER
in the elderly and other age people.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They used the Support
Vector Machine with a multi-class classiﬁcation for classi-
fying the emotions [159].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They proposed two architectures,
the ﬁrst approach removes the wrinkles, nasolabial fold, and
other facial features, using edge-preserving smoothing tech-
niques.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"While in the second architecture, they introduced an
algorithm from API Microsoft, which detects the age of the
person.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The lifespan dataset was used to train and test the
multi-class SVM.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They used 80% images to test the accuracy
of the SVM and 20% to test the accuracy of the application.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"They got an accuracy of 95.24% in the young age group and
accuracy of 90.32% in the elderly age group.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"SVM is a linear classiﬁer that can be applied for linearly
separable data.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But SVM can take high dimensional data as
input also which most of the time is non-linear data.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So a
mapping function is applied to the SVM training, which is
non-linear and converts the data into linearly separable but in
a higher dimension.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This function is called a kernel function.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There are various kernel functions, but [85], in his paper, used
Radial Basis Kernel Function(RBF).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They used one versus
one approach in this paper.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ibrahim Adeyanju et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[118] proposed a method in which
he used four SVM kernels to classify different emotions of
faces.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"They used a Radial Basis, Polynomial, Linear, and
Quadratic functions as SVM kernels.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They tested their model
on 467 training and 238 test sets to classify 7 emotions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They
got a maximum average accuracy of 86.4% on RBF kernel,
99.33% on Quadratic function, 97.65% on Polynomial, and
97.86% on Linear.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"3) ARTIFICIAL NEURAL NETWORK (ANN)
ANN is inspired by the biological neural networks that consti-
tute the brain [160].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Our brain consists of millions of neurons
that form a neural network.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"These neurons are interconnected
with each other and process the signals to/from the brain to
the other parts of our body [161].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This type of link is called
synapses.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There are approximately 100 billion neurons and
are interconnected by thousands or more synapses.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In ANN,
the signal is a real or binary number and the output of these
VOLUME 8, 2020
90511
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
FIGURE 10.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"W.S McCulloch and W. Pitts proposed a single neuron model
as a mathematical model for an artificial neuron [160].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"neurons is obtained by some activation function of the sum
of all inputs to that neuron [160].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The connection between
two neurons/nodes is called an edge.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This edge has a weight,
which describes how intensive the signal is.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Normally, neu-
rons are aggregated into layers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The ﬁrst and last layer
is the input and output layer, respectively.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The in-between
layers are called the hidden layers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A simple perceptron
model given by W.S McCulloch and W. Pitts is shown in
the FIGURE 10.
net =


n
X
j=1
wjxj−u


(15)
y = θ (net)
(16)
θ(x) =
1
1 + exp (−x)
(17)
where n inputs are given to the neuron x1, x2, ..., xn,
weights are assigned to edges as w1, w2, ..., wn, θ is
the step function before calculating the output O.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The pos-
itive weights correspond to excitatory synapses and nega-
tive as inhibitory synapses.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The activation function is the
sigmoid function.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This model does not possess the actual
behavior of biological neurons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Talele et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[119] pro-
posed a model using the General Regression Neural Net-
work (GRNN) based on ANN to classify emotions from
the image.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The proposed model has the following features-
Input layer goes about as feed to the subsequent layers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The
pattern layer decides the Euclidean distance and activation
function.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The summation layer comprises of the numerator
and the denominator part took care of by the output layer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The fundamental principle on which the system works is the
joint likelihood estimate of the input and the output as given
below
f (x, y) =
1
(2π)
d+1
2
×1
n
X
exp (x −xi)r(x −xi) + (y −yi)2
2σ 2
(18)
where n is the number of watched tests, σ is the spread
parameter, xi is the ith training vector, xi is the corresponding
yield esteem.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The physical interpretation of the likelihood
estimate is that it assigns test likelihood of width σ for each
input and output test.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"4) DEEP BELIEF NETWORK (DBN)
A probabilistic and unsupervised DL algorithm which
comprises of numerous stochastic dormant factors.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"These
Idle factors are likewise called as feature locators.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It is a
hybrid graphical model that has two undirected upper layers,
while lower layers have directed connections [162].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"DBN
consists stack of Restricted Boltzmann Machine(RBM) or
Auto-encoders.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
They represent a data vector.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The two most
important properties of DBN are:
• It utilizes layer by layer learning approach that decides
how the loads rely on the layer above it, a top-down
approach.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"• A single bottom-up pass layer which begins with
observed data vector and furthermore that utilizations
loads in separate layers give the estimation of latent
variables [163].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deep Belief Network is pre-trained using the Greedy
algorithm.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In greedy algorithms, we train each layer,
in turn, in unsupervised learning.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The multi-layer DBN is
divided into various RBMs, which are learned sequentially.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pre-training is done for better optimization.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Fine Tuning is
done because the features are modiﬁed so that we can get the
category boundaries right [164].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lui et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[116] proposed a novel model named Boosted
Deep Belief Network to implement FER with performance
enhancement.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Their Framework has three main contributions.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"First, they build the model, which consists of three-stage
training of feature learning, feature selection, and classiﬁer
construction.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Secondly, their proposed work facilitated the
part-based representation and not the whole facial region as
input, which is highly suitable for expression analysis.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"At last,
they proposed a discriminative DL framework where multiple
DBNs are integrated and a boosting technique is also applied.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"They used an experimental dataset named CK-DB prepared
from the ﬁrst and last three frames of the famous CK+ dataset
with a total of 1308 images.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The accuracy of the model was
found to be 96.7%.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kurup [128] used ﬁve layers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The input layer has two
nodes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
All classes are represented as 4-bit codes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
